"coffee"|"company"|"rating"|"city"|"state"|"origin"|"origin_country"|"region"|"roast"|"description"
"Seasonal Mini-Me Yirgacheffe Washed"|"CofFeeling"|"94"|"Kaohsiung City"|"Taiwan"|"Yirgacheffe growing region, southern Ethiopia"|"Ethiopia"|"Africa"|"Medium"|"Crisp, orchardy, intricate. Honey, jasmine, roast cacao nib, apple. Delicate, giddily effervescent acidity; very silky, lively mouthfeel. Sweet, flavor-saturated finish, gently drying in the long."
"Ethiopia Sidama Deri Kochoha WP"|"ChocolaTAY"|"93"|"Taichung City"|"Taiwan"|"Sidamo (also Sidama) growing region, southern Ethiopia"|"Ethiopia"|"Africa"|"Medium-Light"|"Delicate but rich, pungent, intense. Black currant, blackberry, fresh-cut cedar, bergamot, tea rose in aroma and cup. Sweetly tart acidity; light but very silky mouthfeel. Citrus, cedar and tea rose in particular carry into a rich, gently drying finish."
"Kenya AA 405A"|"CofFeeling"|"91"|"Kaohsiung City"|"Taiwan"|"Central Kenya"|"Kenya"|"Africa"|"Medium"|"Intense, complex, gently roast-toned. Sweetly dry berry (black currant), raisin, spicy flowers, dark chocolate in aroma and cup. Delicate, brisk acidity; lightly syrupy mouthfeel. Flowers, chocolate and black currant carry into a rich finish."
"Ethiopia Dry Process Yirgacheffe Konga"|"ChocolaTAY"|"91"|"Taichung City"|"Taiwan"|"Konga District, Yirgacheffe growing region, southern Ethiopia"|"Ethiopia"|"Africa"|"Medium"|"Intensely floral and deeply chocolate-toned. Rose and night-blooming flowers, dark chocolate, passion fruit, musk, fresh-cut fir in aroma and cup. Quietly rich but backgrounded acidity; full, lightly syrupy mouthfeel. Flavor consolidates in a crisply drying finish."
"Costa Rica Finca El Llano"|"BeanFruit Coffee"|"90"|"Jackson"|"MIssissippi"|"San Marcos, Tarrazu growing region, central Costa Rica"|"Costa_Rica"|"CentralAmerica_Mexico"|"Medium-Light"|"Sweet-toned, straightforward, some layered complexity. Raisiny dark chocolate, plum, orange zest, fresh-cut cedar, a hint of lily-like flowers in aroma and cup. Rich, rounded acidity; syrupy mouthfeel. Chocolate and orange in particular carry into a balanced finish."
"Panama Mama Cata Natural"|"Geisha Coffee Roaster"|"95"|"Longwood"|"Florida"|"Boquete growing region, western Panama"|"Panama"|"CentralAmerica_Mexico"|"Medium"|"Opulent, huge, sweet, juicy. Honey, flowers (lavender, lilac), mango, blood orange, roasted cacao nib in aroma and cup. Balanced, juicy acidity; syrupy mouthfeel. Rich, long, deeply flavor-saturated finish."
"High Mountain Red Bourbon"|"Hula Daddy"|"95"|"Holualoa"|"Hawaii"|"Holualoa, North Kona growing district, “Big Island” of Hawaii"|"Hawaii"|"Hawaii"|"Medium-Light"|"Roundly bright, juicy, complex. Orange, mulberry, vanilla, honey, complex night-blooming flowers in aroma and cup. Giddy, buoyantly sweet acidity; plush mouthfeel. Flavor extends deep into a long finish."
"Nicaragua Pacamara Reserve Los Congos"|"Old Soul Co."|"94"|"Sacramento"|"California"|"San Fernando, Nueva Segovia region, Nicaragua"|"Nicaragua"|"CentralAmerica_Mexico"|"Medium-Light"|"Deep, sweetly pungent, intricate. Black currant, jasmine, banana sweetness, minty dark chocolate in aroma and cup. Richly rounded acidity; full, buttery mouthfeel. Flavor, particularly chocolate and black currant, lasts far into the long finish."
"Panama Duncan Natural Gesha"|"Temple Coffee and Tea"|"94"|"Sacramento"|"California"|"El Salto, Boquete growing region, Panama"|"Panama"|"CentralAmerica_Mexico"|"Light"|"Opulently and vibrantly pungent. Deep florals (lilac and passion-flower), fudgy chocolate, complex fruit (loquat, raspberry, jackfruit), musk in aroma and cup. Rich, sweetly tart acidity. Silky mouthfeel. A dry chocolate carries into a long, ringing finish."
"Guatemala Acatenango Gesha"|"Revel Coffee"|"94"|"Billings"|"Montana."|"Acatenango growing region, Guatemala"|"Guatemala"|"CentralAmerica_Mexico"|"Light"|"Delicately brisk yet lushly complex. Lavender and violet, peach, tangerine, roasted cacao nib in aroma and cup. Brisk though juicy acidity; full, syrupy mouthfeel. Flavor saturates a crisp, resonant finish."
"El Socorro Pacamara Guatemala"|"PT's Coffee Roasting Co."|"93"|"Topeka"|"Kansas"|"Palencia, central Guatemala"|"Guatemala"|"CentralAmerica_Mexico"|"Medium-Light"|"Unusual profile: slightly savory, mostly sweet, original in aroma and flavor. Roasted almond, peach, kumquat, spicy flowers in aroma and cup. Gentle, rather juicy acidity; buoyant, lively mouthfeel. Roasted nut and peach in particular persist in very rich, very sweet finish."
"Esmeralda Leon Natural Geisha"|"Dragonfly Coffee Roasters"|"93"|"Boulder"|"Colorado"|"Cañas Verdes, Boquete growing region, western Panama"|"Panama"|"CentralAmerica_Mexico"|"Medium-Light"|"Richly and sweetly exotic. Dark chocolate, banana, blood orange, hibiscus in aroma and cup. Sweetly brisk acidity; full, lightly syrupy mouthfeel. Flavor consolidates but carries far into a round, resonant finish."
"Colombia Cerro Azul Enano"|"Equator Coffees & Teas"|"93"|"San Rafael"|"California"|"Valle del Cauca growing region, Colombia"|"Colombia"|"South_America"|"Light"|"Delicate in the nose, syrupy in the cup, quietly complex throughout. Honey, distinct dark chocolate, lemon zest, peach, violet in aroma and cup. Richly and complexly expressed acidity; full, lightly syrupy mouthfeel. A mildly drying but long and resonant finish, with pleasing hints of the peach and violet persisting."
"Kenya AA Kirimahiga"|"Papa Lin's Coffee Roasting"|"92"|"Yorktown Heights"|"New York"|"Murang’a County, Central Kenya"|"Kenya"|"Africa"|"Medium-Light"|"Gentle, juicy, richly balanced. Orange, plum, narcissus-like flowers, roasted cacao nib, a hint of sweet basil in aroma and cup. Quietly vibrant acidity; silky mouthfeel. Flavor consolidates around chocolate and flowers in a delicately rich finish."
"Nicaragua Mozonte ‘Elephant Bean’ Natural"|"Giv COFFEE"|"92"|"Torrington"|"Connecticut"|"Nueva Segovia growing region, Nicaragua"|"Nicaragua"|"CentralAmerica_Mexico"|"Medium-Light"|"Delicately rich, savory-sweet. Orange, baker’s chocolate, hazelnut, hints of musk and oregano in aroma and cup. Gently crisp acidity; lightly syrupy mouthfeel. Flavor consolidates around orange and musk in a balanced, resonant finish."
"Imperial Reserve Juan Peña La Papaya Washed"|"Spyhouse Coffee Roasting"|"91"|"Minneapolis"|"Minnesota"|"Saraguru growing region, southern Ecuador"|"Ecuador"|"South_America"|"Medium-Light"|"Softly and sweetly pungent, quietly floral-toned. Lavender, violet, raisin, orangy citrus in aroma and cup. Delicate acidity; silky mouthfeel. Flavor consolidates but lasts in a smooth, gentle finish."
"Kenya Kigwandi AA"|"Klatch Coffee"|"94"|"Los Angeles"|"California"|"Nyeri County, central Kenya"|"Kenya"|"Africa"|"Medium-Light"|"Sweetly and grandly bright and floral-toned. Honey, violet, lavender, grapefruit, pear in aroma and cup. Intense, complexly expressed acidity; light though buoyantly silky mouthfeel. Honey, flowers and pear-like fruit saturate a long, resonant finish."
"Aeknauli Sumatra"|"JBC Coffee Roasters"|"92"|"Madison"|"Wisconsin"|"Lintong growing region, northern Sumatra, Indonesia"|"Indonesia"|"Asia_Indonesia"|"Medium-Light"|"Earthy, original. Notes that combine the brighter notes of clay with richer suggestions of humus dominate aroma and cup, though discreetly and pleasingly, complicated by carob, oak, grapefruit, perhaps a hint of vanilla-like flowers. Backgrounded but gently vibrant acidity; lightly syrupy mouthfeel. The earthy sensation gives way to sweeter vanilla and carob suggestions in a gently drying finish."
"Doi Chaang Arabica"|"Moriah Coffee"|"90"|"Taoyuan"|"Taiwan"|"Northern Thailand"|"Thailand"|"Asia_Indonesia"|"Medium-Light"|"Lightly rich, delicately complex. Prominent pear-like fruit notes, roasted cacao nib, hazelnut and a hint of butterscotch in aroma and cup. Rich, balanced acidity; lightly syrupy, lively mouthfeel. Hazelnut and the butterscotch hint carry into a sweet-toned, gently drying finish."
"Loma Alta El Salvador"|"Path Coffee Roasters"|"91"|"Port Chester"|"New York"|"Chichontepec growing region, El Salvador"|"El_Salvador"|"CentralAmerica_Mexico"|"Medium-Light"|"Roundly and sweetly pungent. Roasted cacao nib, narcissus-like flowers, almond butter, fig in aroma and cup. Crisp, lively acidity; silky, lightly drying mouthfeel. Cacao nib and flowers carry into a sweet-toned, gently dry finish."
"Rwanda Tumba Cocatu"|"CQ Coffee Roasters"|"92"|"Bedford"|"New Hampshire"|"Rulindo District, northern Rwanda"|"Rwanda"|"Africa"|"Medium"|"Deep, pungent, bittersweet. Roasted cacao nib, complex flowers (tea rose, violet), plum, kumquat, red currant in aroma and cup. Brisk, resonant acidity; fullish, lightly syrupy mouthfeel. Flowers in particular carry into a sweet though slightly bitter-edged finish."
"Ethiopia Homacho Waeno"|"Blue Bottle Coffee"|"95"|"Oakland"|"California"|"Aleta Wondo, Sidama (also Sidamo) growing region, southern Ethiopia"|"Ethiopia"|"Africa"|"Medium-Light"|"Opulent and complete; finely structured yet grandly complex. Lush flowers in front – lavender, lilac, fresh vanilla – supported by ripe pear and tangerine, roasted cacao nib, cinnamon. Balanced, round, resonant acidity. Plush, lively mouthfeel. Flavor rings on in a very long, sweet-toned finish."
"Colombia Granja Esperanza Gesha AAA"|"Blue Bottle Coffee"|"95"|"Oakland"|"California"|"Valle del Cauca growing region, Colombia"|"Colombia"|"South_America"|"Medium-Light"|"Exotic; intricate; grandly and sweetly bright. Honey, loquat, tangerine, blood orange, jasmine, cocoa in aroma and cup. Sweetness envelops tart and bitter sensations in an intense, complex acidity. Plush, silky mouthfeel. Rich, deeply flavor-saturated finish fades very slightly in the long."
"Ethiopia Homacho Waeno"|"Allegro Coffee"|"93"|"Thornton"|"Colorado"|"Aleta Wondo, Sidama (also Sidamo) growing region, southern Ethiopia"|"Ethiopia"|"Africa"|"Medium-Light"|"Sweet, delicate but rich; deeply complex. Gently pungent flowers – lavender, lilac, saffron – supported by blackberry, grape, mangosteen, roasted cacao nib and raw almond in aroma and cup. Crisp, delicate, floral-toned acidity. Lightly syrupy mouthfeel. Lilac and mangosteen in particular carry into a rich finish."
"Guatemala Finca El Valle Antigua"|"Equator Coffees & Teas"|"92"|"San Rafael"|"California"|"Antigua growing region, south-central Guatemala"|"Guatemala"|"CentralAmerica_Mexico"|"Medium-Light"|"Simultaneously delicately sweet and richly pungent. Brown sugar, dark chocolate, apricot and peach, fresh-cut cedar, plum blossom in aroma and cup. Soft, balanced acidity; lightly syrupy, lively mouthfeel. Balanced, gently rich finish."
"Ethiopia Wotona Bultuma"|"Gimme! Coffee"|"91"|"Ithaca"|"New York"|"Sidama (also Sidamo) growing region, southern Ethiopia"|"Ethiopia"|"Africa"|"Medium-Light"|"Very sweet; floral-toned and delicate. Honey, lavender, honeysuckle, peach, guava, lightly roasted almond in aroma and cup. Gentle, bittersweet acidity. Light but lively mouthfeel. Flavor, particularly honey and almond, carries into a gently drying finish."
"MIG Washing Station Gikongoro Rwanda"|"Nossa Familia Coffee"|"89"|"Portland"|"Oregon"|"Gikongoro, Nyamagabe region, southern Rwanda"|"Rwanda"|"Africa"|"Medium-Light"|"Delicate, crisp, sweet. Honeysuckle, almond, white peach, fresh-cut elm in aroma and cup. Gentle but lively acidity. Light but very silky mouthfeel. Some flavor carries into a very sweet though slightly bitter-edged finish."
"Rwanda Buremura"|"Allegro Coffee"|"89"|"Thornton"|"Colorado"|"Gikongoro, Nyamagabe region, southern Rwanda"|"Rwanda"|"Africa"|"Medium-Light"|"Savory, bittersweet, quietly rich. Plum, roasted cacao nib, roasted potato, hints of flowers, aromatic wood and tangerine in aroma and cup. Crisp, bittersweet acidity. Lightly syrupy, lively mouthfeel. Rich though drying finish."
"Nicaragua Las Hermanas FTO"|"Café Moto"|"88"|"San Diego"|"California"|"Jinotega growing region, north-central Nicaragua"|"Nicaragua"|"CentralAmerica_Mexico"|"Medium-Dark"|"Gently roasty; pungent yet balanced. Nut-toned chocolate, cedar, prune, chrysanthemum in aroma and cup. Roast-rounded but rich acidity. Plush mouthfeel. Chocolate carries into a round, rich finish."
"Mexico FTO"|"Café Mystique"|"88"|"Montreal"|"Quebec"|"Oaxaca State, Mexico"|"Mexico"|"CentralAmerica_Mexico"|"Medium"|"Quite sweet with a crisp, bitter/savory edge. Delicate. Hazelnut, fresh-cut fir, flowers, a hint of bay leaves in aroma and cup. Balanced, quiet acidity. Lightly syrupy, lively mouthfeel. Flowers in particular carry into a delicately drying finish."
"Los Guardianes Peru FTO"|"Portland Roasting"|"88"|"Portland"|"Oregon"|"San Ignacio, northern Peru"|"Peru"|"South_America"|"Medium"|"Savory-sweet, rich. Dark chocolate, mesquite, dried date, a hint of lily-like flowers in aroma and cup. Crisp, low-toned acidity. Light but silky mouthfeel. Flavor consolidates in a simple but rich finish."
"Honey Margarita Colombia"|"DCR Coffee (Dillanos Coffee Roasters)"|"87"|"Sumner"|"Washington"|"Valle del Cauca Department, Colombia"|"Colombia"|"South_America"|"Medium"|"Softly pungent, rich. Plum, oak, cocoa powder, night-blooming flowers, a hint of clay-like earth in aroma and cup. Crisp, bittersweet acidity. Soft, plush mouthfeel. Flavor recedes in a simple but sweet-toned finish."
"Kenya Mathew Mugo"|"Kickapoo Coffee Roasters"|"94"|"Driftless"|"Wisconsin"|"Kirinyaga County, central Kenya"|"Kenya"|"Africa"|"Medium-Light"|"Sweetly and lyrically bright. Peach, tangerine, vanilla, rose-like flowers, hints of musk and fir in aroma and cup. Sweetly and richly tart acidity; syrupy, lively mouthfeel. The peach, tangerine and rose notes carry into a pleasingly tart finish."
"Organic Ethiopian Banko Natural"|"Kickapoo Coffee Roasters"|"94"|"Driftless"|"Wisconsin"|"Gedeo Zone, Yirgacheffe growing region, southern Ethiopia"|"Ethiopia"|"Africa"|"Medium-Light"|"Rich, deep, lush. Strawberry, apricot, dark chocolate, jasmine and cinnamon bark in aroma and cup. Giddy, lyric acidity; buoyantly lively mouthfeel. Flavor consolidates around the chocolate and strawberry notes in a crisply sweet finish."
"Organic Ethiopian Hama Special Prep"|"Kickapoo Coffee Roasters"|"91"|"Driftless"|"Wisconsin"|"Gedeo Zone, Yirgacheffe growing region, southern Ethiopia"|"Ethiopia"|"Africa"|"Medium-Light"|"Delicately sweet, brisk, unusual. Lemon zest, honeysuckle, sandalwood, green grape in aroma and cup. Gently crisp, lively acidity; silky, lightly drying mouthfeel. Sandalwood and green grape in particular carry into a crisp finish."
"Kenya Nyeri"|"Coastal Peaks Coffee"|"94"|"San Luis Obispo"|"California"|"Nyeri County, Central Highlands, Kenya"|"Kenya"|"Africa"|"Medium"|"Intensely bright, richly floral. Lavender, violet, tangerine, with rounding and softening notes of dark chocolate and red grape in aroma and cup. Big, sweetly tart acidity; lightly syrupy mouthfeel. Flowers and dark chocolate saturate a very rich, long finish."
"Ethiopia Yirgacheffe Borboya Washing Station"|"Uncommon Grounds Coffee and Tea"|"92"|"Burlington"|"Vermont"|"Yirgacheffe growing region, southern Ethiopia"|"Ethiopia"|"Africa"|"Medium"|"Gently and sweetly pungent. Mulberry, roasted cacao nib, walnut, apricot, honeysuckle in aroma and cup. Brisk, delicate, buoyant acidity; light but lively mouthfeel. Flavor consolidates but carries persuasively into a sweet-toned, slightly drying finish."
"Kenya Nyeri Othaya Peaberry"|"Caffe Luxxe"|"90"|"Santa Monica"|"California"|"Nyeri County, central Kenya"|"Kenya"|"Africa"|"Medium-Dark"|"Crisply sweet, lightly and delicately roast-toned. Dark chocolate, grapefruit, very gently scorched cedar, a hint of lily-like flowers in aroma and cup. Quiet but vibrant acidity; light, silky mouthfeel. Chocolate leads in a rich, gently drying finish."
"Kenya AA Wanjengi"|"Wood Burl Coffee Roasters"|"90"|"Dayton"|"Ohio"|"Murang’a County, Central Kenya"|"Kenya"|"Africa"|"Medium-Light"|"Softly expressed complexity: dark chocolate, oak, kumquat, lavender, with a sweet, slightly starchy note suggesting fresh, ripe corn. Crisp, sweet, rather backgrounded acidity; lightly syrupy mouthfeel. Considerably complexity carries into a long, resonant finish."
"Konga Natural Ethiopia"|"PT's Coffee Roasting Co."|"94"|"Topeka"|"Kansas"|"Konga District, Yirgacheffe growing region, southern Ethiopia"|"Ethiopia"|"Africa"|"Light"|"Delicate but exotic, juicy, brandy-toned. Blueberry, pineapple, lilac, brandy, roasted cacao nib, agave in aroma and cup. Tart, gently drying acidity; full, syrupy mouthfeel. Flavor consolidates but maintains sweetness in a long, resonantly drying finish."
"Kenya AA Giakanja"|"Papa Lin's Coffee Roasting"|"94"|"Yorktown Heights"|"New York"|"Nyeri County, Central Highlands, Kenya"|"Kenya"|"Africa"|"Medium-Light"|"Sweet, deep, slightly savory, complex. Turbinado sugar, violet and lavender, pineapple, peach, musk in aroma and cup. Rich, round, resonant acidity. Syrupy, lively mouthfeel. The sweetness turns chocolaty and pineapple and lavender notes in particular saturate a rich finish."
